t,u1,u2,u3,f1,f2
0.20502050205020503,1.0546917,0.86880374,0.14422792,0.12442471,0.14777093
0.20602060206020603,1.0548165,0.8689537,0.1423904,0.12293248,0.14587829
0.20702070207020704,1.0549395,0.86910206,0.14055124,0.12143886,0.14398459
0.208020802080208,1.0550618,0.8692482,0.13871306,0.11994511,0.14209153
0.20902090209020902,1.0551814,0.8693923,0.13687426,0.118450746,0.14019877
0.21002100210021002,1.0553007,0.86953455,0.13503411,0.11695464,0.13830492
0.21102110211021102,1.055417,0.86967576,0.13319382,0.11545789,0.13641126
0.21202120212021203,1.0555339,0.869814,0.13135317,0.11396046,0.13451731
0.21302130213021303,1.0556482,0.8699513,0.12951067,0.112461194,0.13262248
0.21402140214021403,1.0557607,0.87008613,0.12766942,0.11096226,0.13072883
0.215021502150215,1.0558718,0.87021935,0.12582734,0.10946213,0.12883477
0.21602160216021601,1.0559813,0.87035006,0.12398452,0.10796146,0.12694061
0.21702170217021702,1.0560901,0.8704796,0.1221408,0.106459066,0.12504551
0.21802180218021802,1.0561965,0.8706071,0.12029692,0.104956165,0.12315072
0.21902190219021903,1.0563018,0.8707324,0.11845272,0.10345279,0.12125596
0.22002200220022003,1.0564051,0.8708556,0.11660779,0.10194826,0.11936079
0.22102210221022103,1.0565075,0.87097657,0.11476288,0.10044348,0.11746569
0.22202220222022204,1.0566078,0.871097,0.11291679,0.09893696,0.11557004
0.223022302230223,1.056708,0.8712149,0.111070804,0.09742978,0.11367461
0.22402240224022402,1.0568047,0.87133056,0.10922425,0.09592222,0.111778885
0.22502250225022502,1.056901,0.87144446,0.107377194,0.09441355,0.1098829
0.22602260226022602,1.056996,0.8715567,0.105529614,0.09290396,0.10798651
0.22702270227022703,1.0570894,0.8716667,0.10368208,0.09139368,0.10609021
0.22802280228022803,1.0571808,0.8717752,0.10183384,0.08988261,0.10419363
0.22902290229022904,1.0572711,0.87188125,0.09998537,0.088370904,0.1022971
0.23002300230023,1.0573595,0.8719858,0.09813661,0.08685842,0.100400425
0.23102310231023102,1.0574464,0.8720883,0.09628647,0.08534457,0.09850276
0.23202320232023202,1.0575317,0.87218904,0.09443674,0.0838301,0.09660547
0.23302330233023302,1.0576161,0.8722877,0.09258676,0.08231522,0.094707936
0.23402340234023403,1.0576987,0.8723844,0.09073716,0.08079985,0.09281094
0.23502350235023503,1.0577801,0.8724793,0.0888857,0.079282716,0.09091241
0.23602360236023603,1.0578592,0.87257177,0.08703435,0.07776539,0.089014284
0.23702370237023704,1.057937,0.87266266,0.08518248,0.076247096,0.087115675
0.23802380238023801,1.0580132,0.87275195,0.08333156,0.07472868,0.08521762
0.23902390239023902,1.0580881,0.8728389,0.08147874,0.073208556,0.083318144
0.24002400240024002,1.0581609,0.87292445,0.079627,0.07168856,0.08141978
0.24102410241024103,1.0582331,0.87300783,0.077773415,0.07016653,0.07951951
0.24202420242024203,1.0583031,0.8730889,0.075921096,0.068645105,0.07762043
0.24302430243024303,1.0583724,0.8731683,0.07406782,0.067122474,0.07572051
0.24402440244024404,1.0584395,0.87324566,0.072213896,0.065598756,0.07382026
0.245024502450245,1.0585049,0.8733213,0.07035949,0.064074114,0.07191942
0.24602460246024602,1.0585687,0.8733948,0.068505295,0.06254928,0.07001837
0.24702470247024702,1.058632,0.8734666,0.066651754,0.061023932,0.068118125
0.24802480248024802,1.0586927,0.8735366,0.06479635,0.059497077,0.0662162
0.24902490249024903,1.0587515,0.8736043,0.06294163,0.057970054,0.06431484
0.25002500250025,1.0588092,0.8736699,0.061086424,0.056442373,0.06241313
0.251025102510251,1.0588663,0.8737338,0.059231184,0.054913685,0.060510706
0.252025202520252,1.0589215,0.8737959,0.057376154,0.053384613,0.058608525
0.253025302530253,1.0589745,0.87385607,0.05551947,0.051853973,0.05670487
0.254025402540254,1.0590261,0.8739137,0.053663768,0.05032361,0.054802086
0.255025502550255,1.0590758,0.87397003,0.051807836,0.048792295,0.052898683
0.256025602560256,1.0591248,0.87402487,0.049950957,0.047259476,0.05099418
0.25702570257025703,1.0591717,0.8740765,0.04809481,0.04572726,0.04909019
0.25802580258025803,1.0592173,0.8741272,0.046237946,0.044193354,0.047185607
0.25902590259025904,1.0592613,0.87417525,0.044381544,0.042659648,0.045280986
0.26002600260026004,1.0593044,0.874222,0.04252413,0.041124243,0.043375514
0.26102610261026105,1.0593449,0.8742662,0.04066644,0.039588444,0.04146904
0.26202620262026205,1.059384,0.87430894,0.038808636,0.038051896,0.039562557
0.26302630263026305,1.0594221,0.87434965,0.03695158,0.0365151,0.03765622
0.264026402640264,1.0594578,0.8743881,0.035093926,0.034977593,0.03574939
0.265026502650265,1.0594928,0.8744247,0.033236727,0.033439614,0.03384249
0.266026602660266,1.0595256,0.8744597,0.03137868,0.03190049,0.031934425
0.267026702670267,1.0595573,0.8744925,0.029520467,0.030360725,0.03002618
0.268026802680268,1.0595875,0.8745232,0.027662471,0.028820563,0.02811749
0.269026902690269,1.0596154,0.8745522,0.025804996,0.027279964,0.026209101
0.27002700270027,1.0596424,0.8745794,0.023945674,0.025737682,0.024298426
0.27102710271027103,1.0596682,0.874604,0.022087775,0.024195772,0.022388792
0.27202720272027203,1.0596912,0.8746274,0.020228922,0.022652611,0.020477999
0.27302730273027304,1.0597132,0.87464833,0.01837127,0.021109695,0.018567668
0.27402740274027404,1.0597346,0.87466717,0.016512848,0.019565672,0.016656123
0.27502750275027504,1.0597532,0.87468475,0.0146539435,0.018020675,0.014743969
0.27602760276027605,1.0597706,0.87469935,0.012795471,0.016475836,0.012831973
0.27702770277027705,1.0597869,0.8747123,0.010936841,0.014930004,0.010918928
0.27802780278027805,1.0598011,0.87472373,0.009077936,0.013383258,0.009005313
0.279027902790279,1.0598142,0.8747331,0.0072193444,0.011836135,0.007091517
0.28002800280028,1.0598247,0.8747408,0.0053607225,0.010288553,0.005177315
0.281028102810281,1.0598346,0.8747463,0.00350219,0.008740269,0.0032623382
0.282028202820282,1.0598427,0.8747495,0.0016429275,0.0071912277,0.0013464814
0.283028302830283,1.0598495,0.87475073,-0.00021590292,0.0056417827,-0.00056966813
0.284028402840284,1.0598547,0.8747507,-0.0020735785,0.004092073,-0.0024854718
0.285028502850285,1.0598572,0.8747479,-0.0039329603,0.002541501,-0.0044028424
0.28602860286028603,1.0598592,0.8747437,-0.005791329,0.000990361,-0.006320289
0.28702870287028703,1.0598593,0.8747373,-0.007650338,-0.0005614755,-0.008238762
0.28802880288028804,1.0598577,0.8747287,-0.009508826,-0.0021134177,-0.010157601
0.28902890289028904,1.0598546,0.87471825,-0.011367559,-0.0036661213,-0.012077052
0.29002900290029004,1.0598503,0.87470573,-0.013225332,-0.0052189273,-0.013996529
0.29102910291029105,1.0598444,0.8746917,-0.015083775,-0.006772801,-0.015916781
0.29202920292029205,1.0598369,0.8746758,-0.016941294,-0.008326666,-0.017837334
0.29302930293029306,1.0598276,0.87465745,-0.018800244,-0.00988167,-0.019759271
0.294029402940294,1.0598166,0.8746372,-0.020658016,-0.011436617,-0.021681178
0.295029502950295,1.0598041,0.8746147,-0.022515677,-0.012991758,-0.023603547
0.296029602960296,1.0597899,0.87459135,-0.02437374,-0.014548421,-0.025527015
0.297029702970297,1.0597743,0.8745646,-0.026231341,-0.016104512,-0.027450617
0.298029802980298,1.0597578,0.8745369,-0.028089494,-0.017662114,-0.029375793
0.299029902990299,1.0597388,0.8745069,-0.02994673,-0.019219289,-0.031300418
0.3000300030003,1.0597186,0.8744747,-0.031803906,-0.02077691,-0.033226047
0.30103010301030103,1.0596966,0.874441,-0.033661142,-0.022335328,-0.03515221
0.30203020302030203,1.0596735,0.87440515,-0.035517752,-0.023893824,-0.037078597
0.30303030303030304,1.0596488,0.87436754,-0.03737499,-0.02545322,-0.039006412
0.30403040304030404,1.0596218,0.8743271,-0.03923163,-0.027012333,-0.040934287
0.30503050305030505,1.0595939,0.8742856,-0.041088447,-0.028572692,-0.042863037
0.30603060306030605,1.0595634,0.8742415,-0.042944737,-0.030132523,-0.0447922
0.30703070307030705,1.0595325,0.8741962,-0.044800185,-0.031692896,-0.04672152
0.30803080308030806,1.0594996,0.8741483,-0.046657026,-0.03325435,-0.048652574
0.309030903090309,1.0594658,0.8740984,-0.048512556,-0.03481545,-0.050583396
0.31003100310031,1.0594288,0.87404674,-0.050367825,-0.03637671,-0.052514408
0.311031103110311,1.0593917,0.8739929,-0.052223533,-0.037938837,-0.054447208
0.312031203120312,1.0593523,0.8739373,-0.054078504,-0.039500833,-0.056379598
0.313031303130313,1.059312,0.87387955,-0.055933423,-0.041063268,-0.058313288
0.314031403140314,1.0592691,0.8738201,-0.05778825,-0.042626154,-0.0602472
0.31503150315031503,1.0592258,0.8737586,-0.059641693,-0.04418849,-0.06218091
0.31603160316031603,1.0591799,0.8736952,-0.06149601,-0.045751918,-0.06411633
0.31703170317031704,1.0591329,0.87362957,-0.06335073,-0.047315918,-0.066052616
